,Unnamed: 0,Tree ID,Species,Latitude,Longitude,Year
902,3140,88654,Ginkgo biloba 'Autumn Sentinel' :: Autumn Sentinel Ginkgo,37.7315282931893,-122.43250562955099,2008
903,3141,4829,Prunus x 'Amanogawa' :: Flowering Cherry,37.740199945442704,-122.42099468815701,2011
904,3142,253839,Prunus cerasifera :: Cherry Plum,37.740210176126794,-122.42098789234,2011
909,3158,51656,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,37.7539383334149,-122.42979246604999,2008
913,3187,5816,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.745156576909,-122.441441255331,2009
914,3188,95387,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,37.7499727001327,-122.436098944037,2011
915,3189,229920,Magnolia grandiflora :: Southern Magnolia,37.7496967377259,-122.43606719095501,2011
917,3194,91258,Acacia stenophylla :: Shoestring Acacia,37.755982533848794,-122.423301390711,2008
946,3259,90901,Eriobotrya deflexa :: Bronze Loquat,37.7750971658671,-122.46863745440399,2008
947,3260,90902,Eriobotrya deflexa :: Bronze Loquat,37.7750971658671,-122.46863745440399,2008
981,3404,89149,Platanus x hispanica :: Sycamore: London Plane,37.805342404746796,-122.42266969571199,2008
989,3432,91256,Acacia stenophylla :: Shoestring Acacia,37.75610612308,-122.423313194032,2008
990,3433,91255,Acacia stenophylla :: Shoestring Acacia,37.75610612308,-122.423313194032,2008
996,3467,99239,Callistemon viminalis :: Weeping Bottlebrush,37.7428775588654,-122.45589685275,2012
1000,3475,52209,Platanus x hispanica :: Sycamore: London Plane,37.776681825025705,-122.432505717559,2010
1017,3575,100066,Lophostemon confertus :: Brisbane Box,37.76737617437121,-122.438071302911,2012
1024,3595,91940,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.763916530494,-122.46780068014799,2009
1033,3615,81207,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,37.757026722335894,-122.408501615607,2008
1067,3694,82063,Maytenus boaria :: Mayten,37.754031019528604,-122.43221037993,2008
1074,3713,88281,Prunus cerasifera :: Cherry Plum,37.7410877064311,-122.466373457073,2008
1078,3727,15035,Lophostemon confertus :: Brisbane Box,37.7374247428521,-122.387736029711,2008
1079,3729,10342,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,37.7710720905099,-122.437618081823,2011
1100,3781,94029,Arbutus 'Marina' :: Hybrid Strawberry Tree,37.75522670970761,-122.412972771919,2010
1102,3788,84274,Arbutus 'Marina' :: Hybrid Strawberry Tree,37.7209306171335,-122.40185296845301,2008
1103,3789,82737,Arbutus 'Marina' :: Hybrid Strawberry Tree,37.720930666959504,-122.40181730090299,2008
1113,3827,88075,Olea europaea :: Olive Tree,37.7516118173154,-122.441324145572,2008
1115,3837,26760,Pyrus kawakamii :: Evergreen Pear,37.731259698358,-122.456610772668,2008
1117,3839,34756,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,37.7535218086,-122.415362848727,2011
1119,3841,34755,Magnolia grandiflora :: Southern Magnolia,37.7535218086,-122.415362848727,2010
1121,3845,87323,Lophostemon confertus :: Brisbane Box,37.79086131225029,-122.41127871063999,2008
1123,3852,82779,Acacia baileyana :: Bailey's Acacia,37.754125531706705,-122.432219457549,2008
1127,3863,100073,Prunus cerasifera 'Thundercloud' :: Purple-Leaf Plum 'Thundercloud',37.7796287713947,-122.45688306406099,2012
1149,3915,92739,Maytenus boaria :: Mayten,37.7398309770766,-122.427723227409,2009
1150,3917,88741,Eriobotrya deflexa :: Bronze Loquat,37.7712732924091,-122.428504653556,2008
1151,3918,88740,Eriobotrya deflexa :: Bronze Loquat,37.7712732924091,-122.428504653556,2008
1154,3930,67167,Acer palmatum :: Japanese Maple,37.7383058340982,-122.410955710423,2008
1176,3982,94928,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,37.7787705583514,-122.440334763546,2010
1177,3983,91254,Acacia stenophylla :: Shoestring Acacia,37.7562915069181,-122.423330899086,2008
1195,4048,87369,Ficus retusa nitida :: Banyan Fig,37.7431147521003,-122.476395524083,2008
1196,4049,61393,Tristania conferta ::,37.743118118565505,-122.47636107832199,2008
1204,4061,88019,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,37.7863593952456,-122.418062835651,2008
1207,4064,10341,Magnolia grandiflora :: Southern Magnolia,37.771263863632704,-122.437640242684,2012
1218,4092,6140,Lophostemon confertus :: Brisbane Box,37.783702913031895,-122.421422915844,2012
1228,4118,91941,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.7639228286278,-122.467657278128,2009
1236,4142,90904,Eriobotrya deflexa :: Bronze Loquat,37.77506341928439,-122.468673673873,2008
1250,4165,83771,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,37.7110542204407,-122.408197148869,2008
1258,4184,90160,Eriobotrya deflexa :: Bronze Loquat,37.777081168010604,-122.46857456674,2008
1260,4187,95801,Lophostemon confertus :: Brisbane Box,37.7540940681023,-122.38913747082199,2011
1265,4204,95792,Pittosporum undulatum :: Victorian Box,37.7571735818054,-122.41044151459299,2011
1275,4238,95715,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.7244974623786,-122.42472151131099,2011
1277,4252,88469,Pyrus kawakamii :: Evergreen Pear,37.7181886666833,-122.39169953123199,2008
1278,4258,84008,Tristaniopsis laurina :: Swamp Myrtle,37.7347959851874,-122.413545745894,2008
1300,4320,10144,Tristaniopsis laurina :: Swamp Myrtle,37.7562617032323,-122.423410925679,2011
1303,4334,90550,Eriobotrya deflexa :: Bronze Loquat,37.775230689328104,-122.46858828269698,2008
1317,4420,95125,Prunus cerasifera :: Cherry Plum,37.731507167824,-122.430653552813,2010
1321,4440,87773,Podocarpus gracilor :: Fern Pine,37.7357862214985,-122.43884923338001,2008
1341,4531,87118,Arbutus 'Marina' :: Hybrid Strawberry Tree,37.7572366785569,-122.410446597014,2008
1342,4532,42937,Arbutus 'Marina' :: Hybrid Strawberry Tree,37.7572205051925,-122.410405822304,2008
1345,4538,70480,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.724584874666206,-122.42482946681001,2011
1353,4553,5217,Platanus x hispanica :: Sycamore: London Plane,37.778138011636706,-122.43831893632,2009
1360,4572,91942,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.76392642748271,-122.467575334102,2009
1370,4642,28075,Tristania conferta ::,37.8030103621977,-122.41426054224199,2010
1371,4643,28074,Tristania conferta ::,37.8030512599832,-122.414307026238,2010
1377,4660,92471,Tristaniopsis laurina :: Swamp Myrtle,37.746855225823396,-122.47638314039301,2009
1382,4675,95396,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,37.7544255036425,-122.432080605043,2011
1383,4677,10648,Tristaniopsis laurina :: Swamp Myrtle,37.775736412163205,-122.43142086376001,2008
1404,4732,93244,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,37.7562367654726,-122.42805896962099,2008
1412,4751,91882,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.764038812611,-122.467521519562,2008
1430,4795,90397,Tristaniopsis laurina :: Swamp Myrtle,37.7716622416587,-122.42232521004999,2008
1438,4818,103762,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.789270352125605,-122.419575849271,2009
1439,4819,103764,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.789270352125605,-122.419575849271,2009
1440,4820,103763,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.789270352125605,-122.419575849271,2009
1441,4821,103778,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.788327510680205,-122.41938487643999,2009
1442,4822,103777,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.788327510680205,-122.41938487643999,2009
1443,4823,103776,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.788327510680205,-122.41938487643999,2009
1461,4904,101728,Cercidiphyllum japonicum :: Katsura tree,37.731525817059705,-122.430765951898,2012
1480,5017,91205,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,37.77389001482361,-122.42187731202,2009
1481,5018,91335,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,37.77389001482361,-122.42187731202,2009
1482,5019,91344,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,37.77389001482361,-122.42187731202,2009
1483,5020,91204,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,37.77389001482361,-122.42187731202,2009
1484,5021,91336,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,37.77389001482361,-122.42187731202,2009
1485,5022,91343,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,37.77389001482361,-122.42187731202,2009
1492,5066,82093,Crataegus phaenopyrum :: Washington Hawthorn,37.7231731092186,-122.46673246976101,2009
1493,5067,78634,Crataegus phaenopyrum :: Washington Hawthorn,37.7231731092186,-122.46673246976101,2009
1494,5068,78499,Crataegus phaenopyrum :: Washington Hawthorn,37.7231731092186,-122.46673246976101,2009
1521,5130,98164,Magnolia x alba :: White Champaca,37.7456325309111,-122.457134479076,2011
1536,5176,91252,Acacia stenophylla :: Shoestring Acacia,37.7566004799608,-122.42336040770901,2008
1537,5178,84688,Platanus x hispanica :: Sycamore: London Plane,37.772465544933894,-122.435756075934,2008
1539,5180,90549,Eriobotrya deflexa :: Bronze Loquat,37.775239912123396,-122.468452505936,2008
1543,5186,95797,Callistemon viminalis :: Weeping Bottlebrush,37.7555603448561,-122.413132208673,2011
1547,5194,91943,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.7639309259733,-122.467472904059,2009
1548,5203,97394,Eucalyptus Spp :: Eucalyptus,37.7503237031932,-122.436135767062,2011
1549,5206,97392,Eucalyptus Spp :: Eucalyptus,37.7503237031932,-122.436135767062,2011
1556,5219,91251,Acacia stenophylla :: Shoestring Acacia,37.756631377266295,-122.42336335858299,2008
1576,5321,91881,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,37.7640424113715,-122.467439575398,2008
1583,5362,87712,Arbutus 'Marina' :: Hybrid Strawberry Tree,37.721596774661705,-122.47222557142901,2008
1587,5386,90906,Eriobotrya deflexa :: Bronze Loquat,37.7750755767076,-122.46848008510901,2008
1588,5387,90905,Eriobotrya deflexa :: Bronze Loquat,37.7751177011018,-122.46818652759899,2008
